doc_id,pattern,n_matches,sentiment_label,category_lv1_clean,brand_clean
60,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
61,qualidade_produto,1,positivo,"Cama, Mesa e Banho",orb by buddemeyer
62,entrega_logistica,1,negativo,Automotivo,não informado
63,entrega_logistica,4,negativo,TV e Home Theater,não informado
63,qualidade_produto,1,negativo,TV e Home Theater,não informado
64,qualidade_produto,2,misto,Informática e Acessórios,lg
66,qualidade_produto,1,misto,Utilidades Domésticas,não informado
66,preco_valor,2,misto,Utilidades Domésticas,não informado
67,entrega_logistica,1,misto,Beleza e Perfumaria,não informado
68,defeito_funcionamento,1,negativo,Câmeras e Filmadoras,não informado
69,defeito_funcionamento,1,misto,Celulares e Smartphones,motorola
69,qualidade_produto,1,misto,Celulares e Smartphones,motorola
71,qualidade_produto,1,positivo,Instrumentos Musicais,não informado
73,entrega_logistica,2,negativo,Móveis,não informado
73,anuncio_descricao,1,negativo,Móveis,não informado
74,anuncio_descricao,2,negativo,Eletrodomésticos,lg
75,entrega_logistica,2,negativo,TV e Home Theater,lg
76,entrega_logistica,1,negativo,"Cama, Mesa e Banho",não informado
78,qualidade_produto,1,misto,Moda,não informado
81,qualidade_produto,1,positivo,Eletroportáteis,philco
81,preco_valor,1,positivo,Eletroportáteis,philco
82,entrega_logistica,1,negativo,Celulares e Smartphones,alcatel
83,entrega_logistica,2,negativo,Celulares e Smartphones,motorola
83,defeito_funcionamento,1,negativo,Celulares e Smartphones,motorola
84,qualidade_produto,1,positivo,TV e Home Theater,não informado
84,anuncio_descricao,1,positivo,TV e Home Theater,não informado
86,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
88,entrega_logistica,1,positivo,Eletroportáteis,não informado
88,qualidade_produto,1,positivo,Eletroportáteis,não informado
89,qualidade_produto,2,positivo,Saúde,não informado
90,entrega_logistica,1,positivo,Papelaria,não informado
90,qualidade_produto,2,positivo,Papelaria,não informado
92,qualidade_produto,2,positivo,Instrumentos Musicais,não informado
93,qualidade_produto,2,positivo,Moda,não informado
94,entrega_logistica,1,negativo,Celulares e Smartphones,não informado
98,qualidade_produto,1,positivo,TV e Home Theater,não informado
99,entrega_logistica,1,positivo,Celulares e Smartphones,lg
99,qualidade_produto,1,positivo,Celulares e Smartphones,lg
101,entrega_logistica,3,negativo,Câmeras e Filmadoras,não informado
101,qualidade_produto,1,negativo,Câmeras e Filmadoras,não informado
102,entrega_logistica,1,positivo,Beleza e Perfumaria,não informado
102,qualidade_produto,1,positivo,Beleza e Perfumaria,não informado
103,entrega_logistica,1,misto,Utilidades Domésticas,não informado
103,qualidade_produto,1,misto,Utilidades Domésticas,não informado
104,entrega_logistica,1,misto,Eletrodomésticos,não informado
104,qualidade_produto,2,misto,Eletrodomésticos,não informado
105,defeito_funcionamento,1,negativo,Eletroportáteis,philco
105,qualidade_produto,1,negativo,Eletroportáteis,philco
107,entrega_logistica,1,misto,Brinquedos,barzi motors
107,qualidade_produto,2,misto,Brinquedos,barzi motors
108,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
108,preco_valor,1,positivo,Celulares e Smartphones,não informado
109,entrega_logistica,1,positivo,Brinquedos,bestway
110,defeito_funcionamento,1,positivo,Brinquedos,dtc
110,qualidade_produto,1,positivo,Brinquedos,dtc
113,qualidade_produto,1,misto,Celulares e Smartphones,não informado
113,anuncio_descricao,1,misto,Celulares e Smartphones,não informado
114,preco_valor,2,negativo,Utilidades Domésticas,não informado
115,entrega_logistica,1,negativo,Informática e Acessórios,não informado
115,atendimento_suporte,1,negativo,Informática e Acessórios,não informado
117,entrega_logistica,1,negativo,Ferramentas e Jardim,não informado
118,preco_valor,2,misto,Celulares e Smartphones,não informado
118,anuncio_descricao,1,misto,Celulares e Smartphones,não informado
119,entrega_logistica,2,negativo,TV e Home Theater,samsung
119,defeito_funcionamento,4,negativo,TV e Home Theater,samsung
120,entrega_logistica,1,negativo,Informática e Acessórios,não informado
122,qualidade_produto,1,positivo,Eletroportáteis,não informado
123,defeito_funcionamento,1,negativo,Beleza e Perfumaria,não informado
125,defeito_funcionamento,3,negativo,Eletrodomésticos,brastemp
126,qualidade_produto,1,misto,TV e Home Theater,não informado
126,anuncio_descricao,1,misto,TV e Home Theater,não informado
127,entrega_logistica,1,misto,TV e Home Theater,não informado
127,defeito_funcionamento,3,misto,TV e Home Theater,não informado
127,qualidade_produto,2,misto,TV e Home Theater,não informado
127,anuncio_descricao,1,misto,TV e Home Theater,não informado
128,entrega_logistica,2,misto,Bebês,safety 1st
128,anuncio_descricao,1,misto,Bebês,safety 1st
130,qualidade_produto,1,misto,Papelaria,não informado
131,entrega_logistica,2,negativo,Telefonia Fixa,não informado
131,defeito_funcionamento,1,negativo,Telefonia Fixa,não informado
133,atendimento_suporte,1,negativo,Eletrodomésticos,não informado
134,entrega_logistica,2,misto,Móveis,não informado
135,defeito_funcionamento,1,misto,Esporte e Lazer,não informado
135,qualidade_produto,1,misto,Esporte e Lazer,não informado
135,atendimento_suporte,1,misto,Esporte e Lazer,não informado
135,anuncio_descricao,1,misto,Esporte e Lazer,não informado
136,atendimento_suporte,1,misto,Celulares e Smartphones,lg
137,qualidade_produto,2,misto,Celulares e Smartphones,não informado
138,anuncio_descricao,1,negativo,Celulares e Smartphones,não informado
139,defeito_funcionamento,2,negativo,Eletrodomésticos,consul
142,entrega_logistica,2,negativo,Móveis,não informado
142,anuncio_descricao,2,negativo,Móveis,não informado
144,anuncio_descricao,1,misto,Utilidades Domésticas,não informado
145,entrega_logistica,1,negativo,Informática e Acessórios,não informado
145,preco_valor,1,negativo,Informática e Acessórios,não informado
145,anuncio_descricao,2,negativo,Informática e Acessórios,não informado
146,qualidade_produto,2,negativo,TV e Home Theater,brasforma
147,entrega_logistica,1,negativo,Móveis,não informado
147,preco_valor,1,negativo,Móveis,não informado
148,entrega_logistica,5,negativo,Celulares e Smartphones,não informado
148,preco_valor,1,negativo,Celulares e Smartphones,não informado
148,atendimento_suporte,1,negativo,Celulares e Smartphones,não informado
149,atendimento_suporte,2,negativo,Telefonia Fixa,pligg
150,entrega_logistica,6,negativo,Celulares e Smartphones,não informado
151,entrega_logistica,3,negativo,Beleza e Perfumaria,não informado
151,anuncio_descricao,1,negativo,Beleza e Perfumaria,não informado
152,entrega_logistica,1,misto,Móveis,não informado
152,qualidade_produto,7,misto,Móveis,não informado
152,preco_valor,3,misto,Móveis,não informado
153,entrega_logistica,4,misto,Beleza e Perfumaria,mondial
153,defeito_funcionamento,1,misto,Beleza e Perfumaria,mondial
153,qualidade_produto,2,misto,Beleza e Perfumaria,mondial
155,entrega_logistica,1,misto,Automotivo,não informado
155,qualidade_produto,1,misto,Automotivo,não informado
155,anuncio_descricao,2,misto,Automotivo,não informado
156,anuncio_descricao,4,negativo,Ferramentas e Jardim,não informado
157,anuncio_descricao,2,negativo,Casa e Construção,não informado
158,defeito_funcionamento,3,negativo,Automotivo,não informado
159,entrega_logistica,6,misto,Eletrodomésticos,brastemp
159,qualidade_produto,1,misto,Eletrodomésticos,brastemp
160,qualidade_produto,7,misto,Informática,não informado
160,preco_valor,2,misto,Informática,não informado
161,entrega_logistica,1,misto,Beleza e Perfumaria,não informado
161,atendimento_suporte,2,misto,Beleza e Perfumaria,não informado
161,anuncio_descricao,8,misto,Beleza e Perfumaria,não informado
162,qualidade_produto,1,misto,Informática e Acessórios,não informado
163,entrega_logistica,1,misto,Informática e Acessórios,não informado
164,anuncio_descricao,3,negativo,Informática,não informado
165,anuncio_descricao,2,misto,Beleza e Perfumaria,não informado
167,entrega_logistica,1,misto,Automotivo,não informado
167,preco_valor,1,misto,Automotivo,não informado
169,preco_valor,1,positivo,Eletroportáteis,philco
170,qualidade_produto,2,positivo,Beleza e Perfumaria,não informado
170,preco_valor,1,positivo,Beleza e Perfumaria,não informado
171,entrega_logistica,5,misto,Móveis,não informado
171,atendimento_suporte,1,misto,Móveis,não informado
171,anuncio_descricao,1,misto,Móveis,não informado
172,qualidade_produto,1,negativo,Ar-condicionado e Aquecedores,não informado
174,qualidade_produto,2,misto,Eletrodomésticos,não informado
175,defeito_funcionamento,1,misto,Utilidades Domésticas,tramontina
175,qualidade_produto,1,misto,Utilidades Domésticas,tramontina
176,defeito_funcionamento,2,negativo,Utilidades Domésticas,não informado
178,qualidade_produto,1,negativo,"Cama, Mesa e Banho",não informado
178,anuncio_descricao,1,negativo,"Cama, Mesa e Banho",não informado
180,defeito_funcionamento,1,negativo,TV e Home Theater,lg
180,qualidade_produto,5,negativo,TV e Home Theater,lg
180,anuncio_descricao,2,negativo,TV e Home Theater,lg
181,entrega_logistica,1,negativo,Móveis,não informado
181,qualidade_produto,1,negativo,Móveis,não informado
182,qualidade_produto,3,misto,TV e Home Theater,philco
182,anuncio_descricao,1,misto,TV e Home Theater,philco
183,qualidade_produto,2,misto,Livros,não informado
184,qualidade_produto,4,negativo,TV e Home Theater,não informado
184,preco_valor,2,negativo,TV e Home Theater,não informado
185,qualidade_produto,1,misto,Eletroportáteis,cadence
185,atendimento_suporte,1,misto,Eletroportáteis,cadence
186,qualidade_produto,2,misto,Informática e Acessórios,canon
187,entrega_logistica,1,misto,TV e Home Theater,semp toshiba
187,qualidade_produto,2,misto,TV e Home Theater,semp toshiba
188,entrega_logistica,1,misto,Celulares e Smartphones,não informado
188,qualidade_produto,1,misto,Celulares e Smartphones,não informado
188,preco_valor,1,misto,Celulares e Smartphones,não informado
188,atendimento_suporte,1,misto,Celulares e Smartphones,não informado
190,qualidade_produto,3,negativo,Suplementos e Vitaminas,não informado
191,qualidade_produto,1,positivo,TV e Home Theater,lg
192,qualidade_produto,1,positivo,Moda,não informado
192,atendimento_suporte,1,positivo,Moda,não informado
193,qualidade_produto,3,positivo,Celulares e Smartphones,apple
195,entrega_logistica,1,negativo,Eletroportáteis,não informado
195,atendimento_suporte,1,negativo,Eletroportáteis,não informado
196,entrega_logistica,4,negativo,Utilidades Domésticas,não informado
197,entrega_logistica,2,negativo,Móveis,não informado
198,entrega_logistica,3,negativo,Saúde,fleurity
198,qualidade_produto,1,negativo,Saúde,fleurity
198,atendimento_suporte,1,negativo,Saúde,fleurity
199,entrega_logistica,3,neutro,Instrumentos Musicais,não informado
200,entrega_logistica,2,negativo,Saúde,não informado
202,defeito_funcionamento,1,neutro,Beleza e Perfumaria,l'oreal paris
204,qualidade_produto,1,negativo,Utilidades Domésticas,não informado
205,qualidade_produto,1,positivo,Miscellaneous,não informado
206,entrega_logistica,4,positivo,Celulares e Smartphones,samsung
206,qualidade_produto,2,positivo,Celulares e Smartphones,samsung
206,atendimento_suporte,1,positivo,Celulares e Smartphones,samsung
207,qualidade_produto,1,positivo,Saúde,não informado
208,anuncio_descricao,1,negativo,Utilidades Domésticas,não informado
209,entrega_logistica,1,negativo,Beleza e Perfumaria,não informado
209,atendimento_suporte,1,negativo,Beleza e Perfumaria,não informado
210,entrega_logistica,1,negativo,Informática,samsung
210,atendimento_suporte,2,negativo,Informática,samsung
212,entrega_logistica,1,positivo,Eletroportáteis,britania
213,entrega_logistica,1,positivo,Eletrodomésticos,não informado
215,entrega_logistica,1,positivo,Celulares e Smartphones,samsung
215,qualidade_produto,1,positivo,Celulares e Smartphones,samsung
216,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
217,entrega_logistica,1,misto,Celulares e Smartphones,samsung
217,qualidade_produto,3,misto,Celulares e Smartphones,samsung
217,preco_valor,1,misto,Celulares e Smartphones,samsung
218,preco_valor,1,negativo,TV e Home Theater,não informado
219,defeito_funcionamento,1,negativo,Ar-condicionado e Aquecedores,não informado
220,defeito_funcionamento,2,negativo,Filmes e Séries,não informado
220,qualidade_produto,1,negativo,Filmes e Séries,não informado
221,entrega_logistica,2,positivo,Eletrodomésticos,não informado
221,qualidade_produto,2,positivo,Eletrodomésticos,não informado
221,atendimento_suporte,1,positivo,Eletrodomésticos,não informado
223,qualidade_produto,1,positivo,Eletroportáteis,cadence
228,entrega_logistica,1,positivo,Celulares e Smartphones,samsung
228,qualidade_produto,1,positivo,Celulares e Smartphones,samsung
228,preco_valor,1,positivo,Celulares e Smartphones,samsung
228,anuncio_descricao,1,positivo,Celulares e Smartphones,samsung
229,qualidade_produto,1,misto,Informática,não informado
230,entrega_logistica,2,negativo,TV e Home Theater,lg
230,atendimento_suporte,2,negativo,TV e Home Theater,lg
231,entrega_logistica,5,negativo,Brinquedos,não informado
231,atendimento_suporte,1,negativo,Brinquedos,não informado
232,entrega_logistica,4,misto,Brinquedos,não informado
233,qualidade_produto,1,positivo,Celulares e Smartphones,samsung
235,qualidade_produto,1,misto,Informática,não informado
235,preco_valor,2,misto,Informática,não informado
236,entrega_logistica,1,negativo,Casa e Construção,não informado
236,defeito_funcionamento,1,negativo,Casa e Construção,não informado
239,anuncio_descricao,1,neutro,Eletrodomésticos,consul
240,preco_valor,1,negativo,Utilidades Domésticas,não informado
242,entrega_logistica,1,negativo,Móveis,não informado
242,preco_valor,3,negativo,Móveis,não informado
242,anuncio_descricao,1,negativo,Móveis,não informado
243,preco_valor,1,misto,Móveis,não informado
244,qualidade_produto,9,misto,Utilidades Domésticas,não informado
245,qualidade_produto,2,negativo,Decoração,não informado
246,qualidade_produto,3,negativo,"Cama, Mesa e Banho",não informado
247,defeito_funcionamento,4,misto,Eletroportáteis,não informado
247,qualidade_produto,7,misto,Eletroportáteis,não informado
248,qualidade_produto,3,misto,Casa e Construção,não informado
248,preco_valor,1,misto,Casa e Construção,não informado
248,anuncio_descricao,1,misto,Casa e Construção,não informado
249,qualidade_produto,4,negativo,Utilidades Domésticas,não informado
249,preco_valor,1,negativo,Utilidades Domésticas,não informado
251,qualidade_produto,2,misto,Móveis,não informado
251,atendimento_suporte,3,misto,Móveis,não informado
252,entrega_logistica,2,positivo,Casa e Construção,não informado
252,qualidade_produto,1,positivo,Casa e Construção,não informado
253,entrega_logistica,2,misto,Câmeras e Filmadoras,não informado
253,anuncio_descricao,3,misto,Câmeras e Filmadoras,não informado
254,qualidade_produto,2,positivo,Relógios,mondaine
254,preco_valor,1,positivo,Relógios,mondaine
256,qualidade_produto,2,positivo,Beleza e Perfumaria,não informado
257,qualidade_produto,2,positivo,Celulares e Smartphones,samsung
258,qualidade_produto,4,misto,Eletroportáteis,polar
258,preco_valor,1,misto,Eletroportáteis,polar
259,qualidade_produto,2,misto,Beleza e Perfumaria,não informado
259,preco_valor,1,misto,Beleza e Perfumaria,não informado
261,anuncio_descricao,1,negativo,Móveis,não informado
263,defeito_funcionamento,1,negativo,Móveis,não informado
264,entrega_logistica,1,positivo,Eletroportáteis,philco
264,qualidade_produto,2,positivo,Eletroportáteis,philco
265,qualidade_produto,1,positivo,Celulares e Smartphones,lg
266,defeito_funcionamento,2,misto,Casa e Construção,arno
266,qualidade_produto,4,misto,Casa e Construção,arno
267,qualidade_produto,1,positivo,Móveis,não informado
268,entrega_logistica,4,negativo,Esporte e Lazer,não informado
268,defeito_funcionamento,1,negativo,Esporte e Lazer,não informado
269,entrega_logistica,1,positivo,Móveis,não informado
269,qualidade_produto,2,positivo,Móveis,não informado
269,preco_valor,1,positivo,Móveis,não informado
270,anuncio_descricao,2,negativo,Livros,não informado
271,anuncio_descricao,1,negativo,Brinquedos,não informado
272,entrega_logistica,1,positivo,Brinquedos,hasbro
272,defeito_funcionamento,1,positivo,Brinquedos,hasbro
272,qualidade_produto,2,positivo,Brinquedos,hasbro
274,qualidade_produto,1,misto,Ar-condicionado e Aquecedores,não informado
275,entrega_logistica,1,misto,Utilidades Domésticas,tramontina
275,qualidade_produto,1,misto,Utilidades Domésticas,tramontina
275,anuncio_descricao,1,misto,Utilidades Domésticas,tramontina
277,qualidade_produto,1,misto,Brinquedos,não informado
279,qualidade_produto,1,negativo,Áudio,não informado
280,entrega_logistica,2,negativo,Celulares e Smartphones,não informado
281,defeito_funcionamento,2,negativo,Informática,positivo
282,qualidade_produto,2,positivo,Automotivo,não informado
283,qualidade_produto,2,positivo,Brinquedos,não informado
284,qualidade_produto,3,misto,Celulares e Smartphones,não informado
285,preco_valor,1,negativo,Eletrodomésticos,não informado
286,defeito_funcionamento,1,negativo,Bebês,não informado
286,anuncio_descricao,1,negativo,Bebês,não informado
287,defeito_funcionamento,1,negativo,TV e Home Theater,não informado
288,defeito_funcionamento,2,negativo,Eletroportáteis,cadence
289,entrega_logistica,3,negativo,Ferramentas e Jardim,sparta
290,qualidade_produto,1,misto,Casa e Construção,não informado
291,entrega_logistica,2,misto,Informática e Acessórios,não informado
291,qualidade_produto,1,misto,Informática e Acessórios,não informado
291,atendimento_suporte,1,misto,Informática e Acessórios,não informado
294,qualidade_produto,3,positivo,Celulares e Smartphones,não informado
295,entrega_logistica,2,positivo,Relógios,não informado
295,qualidade_produto,1,positivo,Relógios,não informado
296,entrega_logistica,2,positivo,Beleza e Perfumaria,não informado
296,defeito_funcionamento,1,positivo,Beleza e Perfumaria,não informado
297,entrega_logistica,2,positivo,TV e Home Theater,não informado
297,defeito_funcionamento,1,positivo,TV e Home Theater,não informado
297,qualidade_produto,3,positivo,TV e Home Theater,não informado
297,atendimento_suporte,1,positivo,TV e Home Theater,não informado
298,qualidade_produto,1,positivo,Saúde,não informado
301,entrega_logistica,2,positivo,Beleza e Perfumaria,não informado
301,preco_valor,1,positivo,Beleza e Perfumaria,não informado
302,entrega_logistica,1,positivo,Saúde,não informado
302,qualidade_produto,4,positivo,Saúde,não informado
302,preco_valor,1,positivo,Saúde,não informado
303,qualidade_produto,2,misto,Brinquedos,não informado
303,anuncio_descricao,1,misto,Brinquedos,não informado
305,entrega_logistica,1,positivo,Eletrodomésticos,consul
306,entrega_logistica,2,positivo,Utilidades Domésticas,at.home
309,qualidade_produto,1,misto,Eletroportáteis,não informado
312,entrega_logistica,2,positivo,Celulares e Smartphones,não informado
313,qualidade_produto,2,positivo,Celulares e Smartphones,não informado
314,qualidade_produto,1,positivo,Livros,não informado
315,entrega_logistica,2,positivo,Beleza e Perfumaria,não informado
315,qualidade_produto,1,positivo,Beleza e Perfumaria,não informado
318,qualidade_produto,2,misto,Informática e Acessórios,não informado
319,qualidade_produto,3,positivo,Papelaria,não informado
320,qualidade_produto,1,positivo,Utilidades Domésticas,at.home
321,qualidade_produto,1,positivo,Eletroportáteis,arno
322,entrega_logistica,2,positivo,Informática e Acessórios,não informado
322,qualidade_produto,3,positivo,Informática e Acessórios,não informado
322,preco_valor,1,positivo,Informática e Acessórios,não informado
323,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
324,entrega_logistica,1,positivo,Celulares e Smartphones,samsung
324,qualidade_produto,1,positivo,Celulares e Smartphones,samsung
325,qualidade_produto,2,positivo,Eletroportáteis,britania
328,qualidade_produto,1,positivo,Eletroportáteis,philco
329,entrega_logistica,1,positivo,Games,warner
330,entrega_logistica,1,positivo,Beleza e Perfumaria,philips
330,qualidade_produto,2,positivo,Beleza e Perfumaria,philips
331,entrega_logistica,1,positivo,Eletroportáteis,cadence
331,defeito_funcionamento,1,positivo,Eletroportáteis,cadence
331,qualidade_produto,2,positivo,Eletroportáteis,cadence
332,qualidade_produto,1,positivo,Utilidades Domésticas,tramontina
333,qualidade_produto,2,misto,Eletroportáteis,philco
334,qualidade_produto,1,positivo,Utilidades Domésticas,at.home
335,entrega_logistica,1,misto,Celulares e Smartphones,motorola
335,qualidade_produto,2,misto,Celulares e Smartphones,motorola
336,entrega_logistica,1,positivo,Instrumentos Musicais,não informado
336,defeito_funcionamento,1,positivo,Instrumentos Musicais,não informado
336,qualidade_produto,4,positivo,Instrumentos Musicais,não informado
337,entrega_logistica,1,positivo,Eletrodomésticos,consul
339,qualidade_produto,2,positivo,Utilidades Domésticas,tramontina
340,entrega_logistica,1,positivo,Celulares e Smartphones,samsung
340,qualidade_produto,1,positivo,Celulares e Smartphones,samsung
341,qualidade_produto,1,misto,Celulares e Smartphones,não informado
342,entrega_logistica,2,positivo,Livros,não informado
342,preco_valor,1,positivo,Livros,não informado
345,entrega_logistica,1,positivo,Brinquedos,multikids
345,defeito_funcionamento,1,positivo,Brinquedos,multikids
345,atendimento_suporte,1,positivo,Brinquedos,multikids
345,anuncio_descricao,1,positivo,Brinquedos,multikids
348,entrega_logistica,1,misto,Móveis,não informado
349,entrega_logistica,2,positivo,Celulares e Smartphones,não informado
349,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
350,entrega_logistica,2,positivo,Utilidades Domésticas,não informado
350,qualidade_produto,2,positivo,Utilidades Domésticas,não informado
351,qualidade_produto,1,positivo,Celulares e Smartphones,lg
352,entrega_logistica,1,positivo,Brinquedos,hasbro
353,anuncio_descricao,1,positivo,Móveis,não informado
354,qualidade_produto,1,positivo,Celulares e Smartphones,lg
355,entrega_logistica,2,positivo,Beleza e Perfumaria,philips
355,qualidade_produto,1,positivo,Beleza e Perfumaria,philips
356,entrega_logistica,1,misto,Esporte e Lazer,não informado
356,qualidade_produto,1,misto,Esporte e Lazer,não informado
357,entrega_logistica,2,positivo,Pet Shop,não informado
357,qualidade_produto,2,positivo,Pet Shop,não informado
357,anuncio_descricao,1,positivo,Pet Shop,não informado
358,qualidade_produto,1,positivo,Informática e Acessórios,não informado
359,anuncio_descricao,1,positivo,Livros,não informado
361,entrega_logistica,1,positivo,Câmeras e Filmadoras,não informado
361,qualidade_produto,1,positivo,Câmeras e Filmadoras,não informado
362,entrega_logistica,2,positivo,Brinquedos,bestway
362,qualidade_produto,1,positivo,Brinquedos,bestway
363,qualidade_produto,1,positivo,Suplementos e Vitaminas,não informado
364,qualidade_produto,1,positivo,Beleza e Perfumaria,não informado
365,entrega_logistica,3,positivo,Celulares e Smartphones,não informado
366,entrega_logistica,1,positivo,Celulares e Smartphones,não informado
369,qualidade_produto,2,positivo,Ar-condicionado e Aquecedores,não informado
369,atendimento_suporte,1,positivo,Ar-condicionado e Aquecedores,não informado
371,qualidade_produto,2,positivo,Brinquedos,não informado
373,qualidade_produto,2,positivo,Malas e Acessórios,não informado
374,entrega_logistica,3,positivo,Utilidades Domésticas,euro home
375,qualidade_produto,6,positivo,Utilidades Domésticas,não informado
376,qualidade_produto,2,positivo,Eletroportáteis,cadence
376,preco_valor,1,positivo,Eletroportáteis,cadence
377,qualidade_produto,1,positivo,Filmes e Séries,não informado
378,entrega_logistica,1,positivo,Celulares e Smartphones,samsung
378,qualidade_produto,2,positivo,Celulares e Smartphones,samsung
382,qualidade_produto,3,positivo,Eletroportáteis,britania
383,entrega_logistica,3,positivo,Eletroportáteis,cadence
383,qualidade_produto,1,positivo,Eletroportáteis,cadence
383,preco_valor,1,positivo,Eletroportáteis,cadence
384,qualidade_produto,2,positivo,Livros,não informado
385,qualidade_produto,2,positivo,Ferramentas e Jardim,não informado
386,qualidade_produto,2,positivo,TV e Home Theater,não informado
386,anuncio_descricao,1,positivo,TV e Home Theater,não informado
387,entrega_logistica,1,positivo,Celulares e Smartphones,não informado
390,qualidade_produto,1,positivo,Eletrodomésticos,consul
391,entrega_logistica,1,misto,Decoração,não informado
391,qualidade_produto,2,misto,Decoração,não informado
392,entrega_logistica,1,positivo,Celulares e Smartphones,não informado
392,qualidade_produto,1,positivo,Celulares e Smartphones,não informado
392,preco_valor,1,positivo,Celulares e Smartphones,não informado
393,qualidade_produto,1,positivo,Eletroportáteis,incasa
395,qualidade_produto,2,positivo,Utilidades Domésticas,não informado
396,entrega_logistica,1,positivo,Utilidades Domésticas,não informado
397,entrega_logistica,2,positivo,Moda,facinelli
397,qualidade_produto,1,positivo,Moda,facinelli
398,entrega_logistica,1,positivo,Utilidades Domésticas,não informado
398,qualidade_produto,1,positivo,Utilidades Domésticas,não informado
399,entrega_logistica,1,positivo,Celulares e Smartphones,não informado
399,qualidade_produto,2,positivo,Celulares e Smartphones,não informado
400,entrega_logistica,2,misto,Móveis,madetec
401,qualidade_produto,2,positivo,"Cama, Mesa e Banho",não informado
402,entrega_logistica,2,positivo,Celulares e Smartphones,motorola
402,qualidade_produto,1,positivo,Celulares e Smartphones,motorola
403,entrega_logistica,2,positivo,TV e Home Theater,não informado
403,qualidade_produto,3,positivo,TV e Home Theater,não informado
403,anuncio_descricao,1,positivo,TV e Home Theater,não informado
404,entrega_logistica,1,positivo,Saúde,não informado
404,qualidade_produto,1,positivo,Saúde,não informado
404,preco_valor,1,positivo,Saúde,não informado
405,entrega_logistica,2,positivo,Beleza e Perfumaria,não informado
405,defeito_funcionamento,1,positivo,Beleza e Perfumaria,não informado
405,qualidade_produto,2,positivo,Beleza e Perfumaria,não informado
405,preco_valor,1,positivo,Beleza e Perfumaria,não informado
406,entrega_logistica,1,positivo,Beleza e Perfumaria,l´oreal
406,qualidade_produto,2,positivo,Beleza e Perfumaria,l´oreal
